Material Typ;Material Typ;Kategorie;UUID;Name;MaterialTemplatesID;Bezugsgröße;Bezugseinheit;Dichte [kg/m3];Flächendichte [kg/m2];Längengewicht [kg/m];Umrechnungsfaktor auf 1kg;Wärmeleitfähigkeit [W/m*K];spez. Wärmekapazität [kJ/kg*K];EPD Modul;GWP;ODP;POCP;AP;EP;PENRT;PENRM;PENRE;PERT;PERM;PERE;ADPE;ADPF;costs;WDVS;weblink oekobaudat;weblink erw. Stoffeigen;weblink Kosten
Beschichtungen;Beschichtungen;Reaktionsharze;2cff7494-4ee9-45ed-b94a-d31f0144401e;"Abdichtungen im Verbund auf Polyurethanbasis; lösemittelhaltig, Lösemittelgehalt zwischen 10% und 50%";;1;kg;;;;1;;;A1 - A3;5.75;2.22E-08;0.00219;0.0102;0.0015;124;24.5;99.5;4.32;0;4.32;2.51E-05;123;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=2cff7494-4ee9-45ed-b94a-d31f0144401e;;
Beschichtungen;Beschichtungen;Reaktionsharze;2cff7494-4ee9-45ed-b94a-d31f0144401e;"Abdichtungen im Verbund auf Polyurethanbasis; lösemittelhaltig, Lösemittelgehalt zwischen 10% und 50%";;1;kg;;;;1;;;A4;0.0258;1.38E-12;-7.03E-05;0.000164;4.06E-05;0.356;;;0.0142;;;1.18E-09;0.356;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=2cff7494-4ee9-45ed-b94a-d31f0144401e;;
Beschichtungen;Beschichtungen;Reaktionsharze;2cff7494-4ee9-45ed-b94a-d31f0144401e;"Abdichtungen im Verbund auf Polyurethanbasis; lösemittelhaltig, Lösemittelgehalt zwischen 10% und 50%";;1;kg;;;;1;;;A5;0.125;4.50E-12;0.18;1.45E-05;2.94E-06;0.0296;;;0.00219;;;1.82E-09;0.0296;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=2cff7494-4ee9-45ed-b94a-d31f0144401e;;
Beschichtungen;Beschichtungen;Reaktionsharze;2cff7494-4ee9-45ed-b94a-d31f0144401e;"Abdichtungen im Verbund auf Polyurethanbasis; lösemittelhaltig, Lösemittelgehalt zwischen 10% und 50%";;1;kg;;;;1;;;D;-0.125;-1.34E-10;-4.39E-05;-0.000315;-2.77E-05;-1.66;;;-0.0674;;;-6.35E-09;-1.66;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=2cff7494-4ee9-45ed-b94a-d31f0144401e;;
Beschichtungen;Beschichtungen;Reaktionsharze;1da61a44-aada-4b15-89cf-757e50fe81a3;Abdichtungen im Verbund auf Polyurethanbasis, ungefüllt/lösemittelfrei, polyolfrei;;1;kg;;;;1;;;A1 - A3;8.82;9.97E-09;0.00239;0.0156;0.00265;178;25;153;5.22;;5.22;1.88E-05;176;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=1da61a44-aada-4b15-89cf-757e50fe81a3;;
Beschichtungen;Beschichtungen;Reaktionsharze;1da61a44-aada-4b15-89cf-757e50fe81a3;Abdichtungen im Verbund auf Polyurethanbasis, ungefüllt/lösemittelfrei, polyolfrei;;1;kg;;;;1;;;A4;0.0258;1.38E-12;-7.03E-05;0.000164;4.06E-05;0.356;;;0.0142;;;1.18E-09;0.356;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=1da61a44-aada-4b15-89cf-757e50fe81a3;;
Beschichtungen;Beschichtungen;Reaktionsharze;1da61a44-aada-4b15-89cf-757e50fe81a3;Abdichtungen im Verbund auf Polyurethanbasis, ungefüllt/lösemittelfrei, polyolfrei;;1;kg;;;;1;;;A5;0.125;4.50E-12;1.30E-06;1.45E-05;2.94E-06;0.0296;;;0.00219;;;1.82E-09;0.0296;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=1da61a44-aada-4b15-89cf-757e50fe81a3;;
Beschichtungen;Beschichtungen;Reaktionsharze;1da61a44-aada-4b15-89cf-757e50fe81a3;Abdichtungen im Verbund auf Polyurethanbasis, ungefüllt/lösemittelfrei, polyolfrei;;1;kg;;;;1;;;D;-0.125;-1.34E-10;-4.39E-05;-0.000315;-2.77E-05;-1.66;;;-0.0674;;;-6.35E-09;-1.66;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=1da61a44-aada-4b15-89cf-757e50fe81a3;;
Beschichtungen;Beschichtungen;Reaktionsharze;2ffe0e61-4314-4687-b3dc-09830d66620e;Abdichtungen im Verbund auf Polyurethanbasis, ungefüllt/lösemittelfrei, polyolhaltig;;1;kg;;;;1;;;A1 - A3;5.87;3.44E-08;0.00291;0.0156;0.00474;119;25;94;3.86;0;3.86;3.74E-05;114;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=2ffe0e61-4314-4687-b3dc-09830d66620e;;
Beschichtungen;Beschichtungen;Reaktionsharze;2ffe0e61-4314-4687-b3dc-09830d66620e;Abdichtungen im Verbund auf Polyurethanbasis, ungefüllt/lösemittelfrei, polyolhaltig;;1;kg;;;;1;;;A4;0.0258;1.38E-12;-7.03E-05;0.000164;4.06E-05;0.356;;;0.0142;;;1.18E-09;0.356;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=2ffe0e61-4314-4687-b3dc-09830d66620e;;
Beschichtungen;Beschichtungen;Reaktionsharze;2ffe0e61-4314-4687-b3dc-09830d66620e;Abdichtungen im Verbund auf Polyurethanbasis, ungefüllt/lösemittelfrei, polyolhaltig;;1;kg;;;;1;;;A5;0.125;4.50E-12;1.30E-06;1.45E-05;2.94E-06;0.0296;;;0.00219;;;1.82E-09;0.0296;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=2ffe0e61-4314-4687-b3dc-09830d66620e;;
Beschichtungen;Beschichtungen;Reaktionsharze;2ffe0e61-4314-4687-b3dc-09830d66620e;Abdichtungen im Verbund auf Polyurethanbasis, ungefüllt/lösemittelfrei, polyolhaltig;;1;kg;;;;1;;;D;-0.125;-1.34E-10;-4.39E-05;-0.000315;-2.77E-05;-1.66;;;-0.0674;;;-6.35E-09;-1.66;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=2ffe0e61-4314-4687-b3dc-09830d66620e;;
Beschichtungen;Beschichtungen;Reaktionsharze;7d24de4d-977a-44ec-aa8f-3c528796db52;Abdichtungen im Verbund auf Polyurethan- oder SMP-Basis, gefüllt oder auf wässriger Basis, lösemittelfrei;;1;kg;;;;1;;;A1 - A3;4.66;3.40E-08;0.0025;0.0143;0.00267;89.2;19.8;69.4;3.18;0;3.18;2.55E-05;87;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=7d24de4d-977a-44ec-aa8f-3c528796db52;;
Beschichtungen;Beschichtungen;Reaktionsharze;7d24de4d-977a-44ec-aa8f-3c528796db52;Abdichtungen im Verbund auf Polyurethan- oder SMP-Basis, gefüllt oder auf wässriger Basis, lösemittelfrei;;1;kg;;;;1;;;A4;0.0258;1.38E-12;-7.03E-05;0.000164;4.06E-05;0.356;;;0.0142;;;1.18E-09;0.356;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=7d24de4d-977a-44ec-aa8f-3c528796db52;;
Beschichtungen;Beschichtungen;Reaktionsharze;7d24de4d-977a-44ec-aa8f-3c528796db52;Abdichtungen im Verbund auf Polyurethan- oder SMP-Basis, gefüllt oder auf wässriger Basis, lösemittelfrei;;1;kg;;;;1;;;A5;0.125;4.50E-12;1.30E-06;1.45E-05;2.94E-06;0.0296;;;0.00219;;;1.82E-09;0.0296;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=7d24de4d-977a-44ec-aa8f-3c528796db52;;
Beschichtungen;Beschichtungen;Reaktionsharze;7d24de4d-977a-44ec-aa8f-3c528796db52;Abdichtungen im Verbund auf Polyurethan- oder SMP-Basis, gefüllt oder auf wässriger Basis, lösemittelfrei;;1;kg;;;;1;;;D;-0.125;-1.34E-10;-4.39E-05;-0.000315;-2.77E-05;-1.66;;;-0.0674;;;-6.35E-09;-1.66;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=7d24de4d-977a-44ec-aa8f-3c528796db52;;
Kunststoffe;Kunststoffe;Rohre;9fcc1331-0b4f-4c52-a5fc-e42d25c601dd;Abwasserrohr ABS;;1;kg;;;;1;;;A1 - A3;4.426771066;2.04E-10;0.001277255;0.008723263;0.001316759;114.0425026;38.04;76.00250259;4.444620629;0;4.444620629;1.05E-06;109.4797012;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=9fcc1331-0b4f-4c52-a5fc-e42d25c601dd;;
Kunststoffe;Kunststoffe;Rohre;f5c6cbd6-258c-4542-876a-1d44adfc0992;Abwasserrohr GFK;;0.999999;kg;;;;inf;;;A1 - A3;inf;inf;inf;inf;inf;inf;inf;inf;inf;;inf;inf;inf;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=f5c6cbd6-258c-4542-876a-1d44adfc0992;;
Kunststoffe;Kunststoffe;Rohre;cd5b784e-497d-4c76-abbd-d66867e1e986;Abwasserrohr PE-HD;;1;kg;;;;1;;;A1 - A3;2.23919642;8.15E-11;0.000874073;0.003963817;0.000422179;80.76162872;47.3;33.46162872;3.064754758;0;3.064754758;6.74E-07;77.86587225;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=cd5b784e-497d-4c76-abbd-d66867e1e986;;
Kunststoffe;Kunststoffe;Rohre;795b4798-b745-4189-a2b8-5d5f37d8d490;Abwasserrohr PP;;1;kg;;;;1;;;A1 - A3;2.434652293;9.23E-11;0.000766916;0.004096251;0.000438014;81.8241277;48.4;33.4241277;3.465152679;0;3.465152679;6.89E-07;78.54478508;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=795b4798-b745-4189-a2b8-5d5f37d8d490;;
Kunststoffe;Kunststoffe;Rohre;e1f7f83b-6f6e-4ed8-a666-0d49682982e1;Abwasserrohr PVC;;1;kg;;;;1;;;A1 - A3;3.018483227;1.51E-10;0.001588253;0.004888817;0.000680589;66.79729394;25.3;41.49729394;5.554696018;0;5.554696018;9.95E-06;61.56127574;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=e1f7f83b-6f6e-4ed8-a666-0d49682982e1;;
Kunststoffe;Kunststoffe;Rohre;e1f7f83b-6f6e-4ed8-a666-0d49682982e1;Abwasserrohr PVC;;1;kg;;;;1;;;C2;0.003970728;4.89E-15;-9.29E-06;2.46E-05;6.65E-06;0.054240871;0;0.054240871;0.004137269;0;0.004137269;2.05E-10;0.054058763;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=e1f7f83b-6f6e-4ed8-a666-0d49682982e1;;
Kunststoffe;Kunststoffe;Rohre;e1f7f83b-6f6e-4ed8-a666-0d49682982e1;Abwasserrohr PVC;;1;kg;;;;1;;;C4;2.722594444;2.37E-11;0.000106717;0.003481737;0.00013554;6.117830759;0;6.117830759;0.941921214;0;0.941921214;2.45E-06;5.276651628;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=e1f7f83b-6f6e-4ed8-a666-0d49682982e1;;
Kunststoffe;Kunststoffe;Rohre;e1f7f83b-6f6e-4ed8-a666-0d49682982e1;Abwasserrohr PVC;;1;kg;;;;1;;;D;-0.678369045;-3.44E-11;-8.39E-05;-0.000809511;-0.000110734;-10.13246797;0;-10.13246797;-1.294514054;0;-1.294514054;-9.91E-08;-8.908587217;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=e1f7f83b-6f6e-4ed8-a666-0d49682982e1;;
Kunststoffe;Kunststoffe;Dichtmassen;b9272c24-9228-45b1-a2a3-d361abe0bb7f;Acrylat Dichtmasse;;1;kg;;;;1;;;A1 - A3;2.860439968;1.29E-10;0.001112305;0.013879367;0.000663371;77.05931751;31.2;45.85931751;3.201539868;0;3.201539868;1.34E-06;73.8644749;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=b9272c24-9228-45b1-a2a3-d361abe0bb7f;;
Kunststoffe;Kunststoffe;End-of-life-Prozesse Kunststoffe;97505f38-cf73-475a-a8d8-cc2db219565b;Altteppich-Verbrennung in MVA inkl. Gutschrift;;1;kg;;;;1;;;C4;1.739103429;7.18E-12;6.43E-05;0.001032211;0.00022902;0.677058766;0;0.677058766;0.048401466;0;0.048401466;2.37E-08;0.602751316;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=97505f38-cf73-475a-a8d8-cc2db219565b;;
Kunststoffe;Kunststoffe;End-of-life-Prozesse Kunststoffe;97505f38-cf73-475a-a8d8-cc2db219565b;Altteppich-Verbrennung in MVA inkl. Gutschrift;;1;kg;;;;1;;;D;-0.87268577;-4.61E-11;-0.000107865;-0.001057173;-0.000144245;-12.98928584;0;-12.98928584;-1.73085194;0;-1.73085194;-1.31E-07;-11.35282565;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=97505f38-cf73-475a-a8d8-cc2db219565b;;
Metalle;Metalle;Aluminium;a4c1c27c-53a0-4027-83f6-88c52c758bb1;Aluminiumblech;0aba7911-83ff-11e6-984d-2cd444b2e704;1;kg;;;;1;;;A1 - A3;10.68717843;4.52E-09;0.002842315;0.045668668;0.002935192;147.2579903;0;147.2579903;41.966813;0;41.966813;4.24E-06;116.9805951;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=a4c1c27c-53a0-4027-83f6-88c52c758bb1;;
Metalle;Metalle;Aluminium;a4c1c27c-53a0-4027-83f6-88c52c758bb1;Aluminiumblech;0aba7911-83ff-11e6-984d-2cd444b2e704;1;kg;;;;1;;;C4;0.000887194;1.42E-14;5.05E-07;5.38E-06;7.38E-07;0.012060929;0;0.012060929;0.001186454;0;0.001186454;3.30E-10;0.011577815;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=a4c1c27c-53a0-4027-83f6-88c52c758bb1;;
Metalle;Metalle;Aluminium;a4c1c27c-53a0-4027-83f6-88c52c758bb1;Aluminiumblech;0aba7911-83ff-11e6-984d-2cd444b2e704;1;kg;;;;1;;;D;-8.456720942;-3.76E-09;-0.002307196;-0.037539196;-0.002378881;-115.7468498;0;-115.7468498;-34.56172059;0;-34.56172059;-2.87E-06;-90.90456027;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=a4c1c27c-53a0-4027-83f6-88c52c758bb1;;
Komponenten von Fenstern und Vorhangfassaden;Komponenten von Fenstern und Vorhangfassaden;Rahmen / Profile;66990642-726e-4483-abc3-d5d0b4d7a5e7;Aluminium-Flügelrahmenprofil, pulverbeschichtet;;1;m;;;;1.020408163;;;A1 - A3;12.6927163;4.99E-09;0.003324235;0.054264364;0.003747321;180.4769607;0;180.4769607;50.33246353;0;50.33246353;9.74E-05;143.9905872;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=66990642-726e-4483-abc3-d5d0b4d7a5e7;0.98;
Komponenten von Fenstern und Vorhangfassaden;Komponenten von Fenstern und Vorhangfassaden;Rahmen / Profile;c1cacd2c-d98d-4795-84db-b567d25bb1ed;Aluminium-Flügelrahmenprofil, thermisch getrennt, pulverbeschichtet;;1;m;;;;0.662251656;;;A1 - A3;11.52288666;4.51E-09;0.00294963;0.045419353;0.00337614;166.1656235;0;166.1656235;42.80636994;0;42.80636994;5.69E-05;135.3759448;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=c1cacd2c-d98d-4795-84db-b567d25bb1ed;1.51;
Metalle;Metalle;Aluminium;bd6d6d89-b76d-4002-a217-afffbb8aa308;Aluminium Profil;;1;kg;;;;1;;;A1 - A3;10.92991305;4.54E-09;0.00280606;0.04590457;0.002951099;150.5311955;0;150.5311955;42.92917165;0;42.92917165;4.49E-06;119.3522089;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=bd6d6d89-b76d-4002-a217-afffbb8aa308;;
Metalle;Metalle;Aluminium;bd6d6d89-b76d-4002-a217-afffbb8aa308;Aluminium Profil;;1;kg;;;;1;;;C4;0.000887194;1.42E-14;5.05E-07;5.38E-06;7.38E-07;0.012060929;0;0.012060929;0.001186454;0;0.001186454;3.30E-10;0.011577815;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=bd6d6d89-b76d-4002-a217-afffbb8aa308;;
Metalle;Metalle;Aluminium;bd6d6d89-b76d-4002-a217-afffbb8aa308;Aluminium Profil;;1;kg;;;;1;;;D;-8.456720942;-3.76E-09;-0.002307196;-0.037539196;-0.002378881;-115.7468498;0;-115.7468498;-34.56172059;0;-34.56172059;-2.87E-06;-90.90456027;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=bd6d6d89-b76d-4002-a217-afffbb8aa308;;
Komponenten von Fenstern und Vorhangfassaden;Komponenten von Fenstern und Vorhangfassaden;Rahmen / Profile;8b3ee4e2-c086-41dc-bd07-e9e853f9da8b;Aluminium-Rahmenprofil, pulverbeschichtet;;1;m;;;;0.980392157;;;A1 - A3;12.69271631;4.98E-09;0.003324234;0.054264365;0.003747322;180.4769607;0;180.4769607;50.33246355;0;50.33246355;9.75E-05;143.9905873;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=8b3ee4e2-c086-41dc-bd07-e9e853f9da8b;1.02;
Komponenten von Fenstern und Vorhangfassaden;Komponenten von Fenstern und Vorhangfassaden;Rahmen / Profile;dfa64bbb-dc8d-497b-9557-300416b8448f;Aluminium-Rahmenprofil, thermisch getrennt, pulverbeschichtet;;1;m;;;;0.699300699;;;A1 - A3;11.34693204;4.40E-09;0.00289011;0.04376709;0.003326282;164.2687374;0.666468;163.6022694;41.06658177;0;41.06658177;5.75E-05;134.775865;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=dfa64bbb-dc8d-497b-9557-300416b8448f;1.43;
Mineralische Baustoffe;Mineralische Baustoffe;Bindemittel;839771be-ab23-4873-8b14-b2aa0f6ce9d9;Anhydrit Mix;;1;kg;;;;1;;;A1 - A3;0.092853357;2.40E-12;3.44E-05;0.000568675;2.50E-05;1.75693029;0;1.75693029;0.081364734;0;0.081364734;1.70E-08;1.678035113;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=839771be-ab23-4873-8b14-b2aa0f6ce9d9;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;1bff011d-086d-4b73-b006-44f35787470b;Argeton;;1;m2;2100;40.57;;0.024648755;;;A1 - A3;1.069755967;6.68E-11;0.000164654;0.002736012;0.000253882;15.92309573;0;15.92309573;1.18314024;0;1.18314024;6.09E-06;14.76460425;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=1bff011d-086d-4b73-b006-44f35787470b;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;1bff011d-086d-4b73-b006-44f35787470b;Argeton;;1;m2;2100;40.57;;0.024648755;;;A4;0.005818296;4.41E-15;-3.90E-06;1.29E-05;2.54E-06;0.081146607;;;0.000179455;;;2.00E-10;0.08090612;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=1bff011d-086d-4b73-b006-44f35787470b;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;1bff011d-086d-4b73-b006-44f35787470b;Argeton;;1;m2;2100;40.57;;0.024648755;;;A5;0.011929997;8.85E-15;1.23E-07;1.68E-06;2.42E-07;0.003697313;;;0.000246488;;;5.77E-10;0.003204338;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=1bff011d-086d-4b73-b006-44f35787470b;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;1bff011d-086d-4b73-b006-44f35787470b;Argeton;;1;m2;2100;40.57;;0.024648755;;;B1;0;0;0;0;0;0;;;0;;;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=1bff011d-086d-4b73-b006-44f35787470b;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;1bff011d-086d-4b73-b006-44f35787470b;Argeton;;1;m2;2100;40.57;;0.024648755;;;B2;0;0;0;0;0;0;;;0;;;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=1bff011d-086d-4b73-b006-44f35787470b;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;1bff011d-086d-4b73-b006-44f35787470b;Argeton;;1;m2;2100;40.57;;0.024648755;;;B3;0;0;0;0;0;0;;;0;;;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=1bff011d-086d-4b73-b006-44f35787470b;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;1bff011d-086d-4b73-b006-44f35787470b;Argeton;;1;m2;2100;40.57;;0.024648755;;;B4;0;0;0;0;0;0;;;0;;;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=1bff011d-086d-4b73-b006-44f35787470b;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;1bff011d-086d-4b73-b006-44f35787470b;Argeton;;1;m2;2100;40.57;;0.024648755;;;B5;0;0;0;0;0;0;;;0;;;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=1bff011d-086d-4b73-b006-44f35787470b;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;1bff011d-086d-4b73-b006-44f35787470b;Argeton;;1;m2;2100;40.57;;0.024648755;;;C1;0;0;0;0;0;0;;;0;;;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=1bff011d-086d-4b73-b006-44f35787470b;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;1bff011d-086d-4b73-b006-44f35787470b;Argeton;;1;m2;2100;40.57;;0.024648755;;;C2;0.00284176;6.80E-15;-2.19E-06;7.77E-06;1.74E-06;0.038945033;;;0.002218388;;;1.33E-10;0.038704973;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=1bff011d-086d-4b73-b006-44f35787470b;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;1bff011d-086d-4b73-b006-44f35787470b;Argeton;;1;m2;2100;40.57;;0.024648755;;;C3;0;0;0;0;0;0;;;0;;;0;0;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=1bff011d-086d-4b73-b006-44f35787470b;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;1bff011d-086d-4b73-b006-44f35787470b;Argeton;;1;m2;2100;40.57;;0.024648755;;;C4;0.013382177;1.68E-13;7.98E-06;8.50E-05;1.17E-05;0.183879712;;;0.015282228;;;5.03E-09;0.175924284;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=1bff011d-086d-4b73-b006-44f35787470b;;
Mineralische Baustoffe;Mineralische Baustoffe;Steine und Elemente;1bff011d-086d-4b73-b006-44f35787470b;Argeton;;1;m2;2100;40.57;;0.024648755;;;D;-0.078383041;3.85E-11;-2.38E-05;-0.000470791;-2.25E-05;-0.926793188;;;-0.330293317;;;-2.01E-08;-0.778900658;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=1bff011d-086d-4b73-b006-44f35787470b;;
Mineralische Baustoffe;Mineralische Baustoffe;Mörtel und Beton;55a89d7b-b585-404f-be34-bb7285730a89;Armierung (Kunstharzspachtel);;1;kg;;;;inf;;;A1 - A3;inf;inf;inf;inf;inf;inf;inf;inf;inf;;inf;inf;inf;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=55a89d7b-b585-404f-be34-bb7285730a89;;
Mineralische Baustoffe;Mineralische Baustoffe;Asphalt;6b6b68f8-34a4-4a0f-97ee-714bf106c3e0;Asphaltbinder;;1;kg;;;;1;;;A1 - A3;0.079761962;1.19E-12;8.56E-06;0.000208749;2.82E-05;3.90140035;0;3.90140035;0.053608185;0;0.053608185;1.27E-08;3.859062113;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=6b6b68f8-34a4-4a0f-97ee-714bf106c3e0;;
Mineralische Baustoffe;Mineralische Baustoffe;Asphalt;6b6b68f8-34a4-4a0f-97ee-714bf106c3e0;Asphaltbinder;;1;kg;;;;1;;;A5;0.000726116;9.05E-16;0.000157468;1.09E-06;3.19E-07;0.010035898;0;0.010035898;0.000765497;0;0.000765497;3.79E-11;0.010002203;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=6b6b68f8-34a4-4a0f-97ee-714bf106c3e0;;
Mineralische Baustoffe;Mineralische Baustoffe;Asphalt;85de02e5-2782-4050-9c01-c5de3849fbce;Asphalttragschicht;;1;kg;;;;1;;;A1 - A3;0.072629437;1.15E-12;2.60E-06;0.000179281;2.62E-05;2.986180382;0;2.986180382;0.052269196;0;0.052269196;1.03E-08;2.945252678;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=85de02e5-2782-4050-9c01-c5de3849fbce;;
Mineralische Baustoffe;Mineralische Baustoffe;Asphalt;85de02e5-2782-4050-9c01-c5de3849fbce;Asphalttragschicht;;1;kg;;;;1;;;A5;0.000643603;8.02E-16;0.000157443;9.68E-07;2.83E-07;0.008895455;0;0.008895455;0.000678508;0;0.000678508;3.36E-11;0.008865589;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=85de02e5-2782-4050-9c01-c5de3849fbce;;
Komponenten von Fenstern und Vorhangfassaden;Komponenten von Fenstern und Vorhangfassaden;Antriebssysteme;3067af33-36ff-469d-8140-9ec002a5a18c;Automatische Drehflügeltüröffner ED 100 und ED 250;;1;Stück;;;;;;;A1 - A3;70;2.33E-06;0.0835;0.504;0.147;1150;0.0629;1150;359;0;359;0.00954;990;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=3067af33-36ff-469d-8140-9ec002a5a18c;;
Komponenten von Fenstern und Vorhangfassaden;Komponenten von Fenstern und Vorhangfassaden;Antriebssysteme;3067af33-36ff-469d-8140-9ec002a5a18c;Automatische Drehflügeltüröffner ED 100 und ED 250;;1;Stück;;;;;;;A4;0.626;2.30E-10;-0.00128;0.00618;0.00112;8.55;0;8.55;0.294;0;0.294;2.37E-08;8.52;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=3067af33-36ff-469d-8140-9ec002a5a18c;;
