Material Typ;Material Typ;Kategorie;UUID;Name;MaterialTemplatesID;Bezugsgröße;Bezugseinheit;Dichte [kg/m3];Flächendichte [kg/m2];Längengewicht [kg/m];Umrechnungsfaktor auf 1kg;Wärmeleitfähigkeit [W/m*K];spez. Wärmekapazität [kJ/kg*K];EPD Modul;GWP;ODP;POCP;AP;EP;PENRT;PENRM;PENRE;PERT;PERM;PERE;ADPE;ADPF;costs;WDVS;weblink oekobaudat;weblink erw. Stoffeigen;weblink Kosten
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;efabdf2d-993e-418c-ba86-85a3a91562a2;Lüfter dezentral mit WRG (Wand & Decke) 60 m3/h;;1;Stück;;;;;;;A1 - A3;26.76644498;5.45E-09;0.009135958;0.126679462;0.00897733;429.8113773;0;429.8113773;57.58505242;0;57.58505242;0.003153064;383.1484948;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=efabdf2d-993e-418c-ba86-85a3a91562a2;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;efabdf2d-993e-418c-ba86-85a3a91562a2;Lüfter dezentral mit WRG (Wand & Decke) 60 m3/h;;1;Stück;;;;;;;C2;0.029646564;1.39E-12;-3.28E-05;0.000121246;2.97E-05;0.404813796;0;0.404813796;0.068071511;0;0.068071511;4.16E-09;0.355432815;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=efabdf2d-993e-418c-ba86-85a3a91562a2;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;efabdf2d-993e-418c-ba86-85a3a91562a2;Lüfter dezentral mit WRG (Wand & Decke) 60 m3/h;;1;Stück;;;;;;;C4;4.53154265;2.28E-12;5.28E-05;0.000389879;0.000119805;0.773149307;0;0.773149307;0.089119062;0;0.089119062;8.68E-08;0.695901257;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=efabdf2d-993e-418c-ba86-85a3a91562a2;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;efabdf2d-993e-418c-ba86-85a3a91562a2;Lüfter dezentral mit WRG (Wand & Decke) 60 m3/h;;1;Stück;;;;;;;D;-10.36966665;-3.25E-09;-0.002838774;-0.039450358;-0.0027946;-140.5827138;0;-140.5827138;-33.16197984;0;-33.16197984;-0.001199295;-116.1840207;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=efabdf2d-993e-418c-ba86-85a3a91562a2;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;c8cf7494-2f23-4193-a185-f7d4fdfa36b6;Lüfter dezentral (Wand & Decke) 60 m3/h;;1;Stück;;;;;;;A1 - A3;4.297700186;2.48E-10;0.001484683;0.013026862;0.001377493;80.4076961;0;80.4076961;6.853536661;0;6.853536661;0.001456751;74.49890646;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=c8cf7494-2f23-4193-a185-f7d4fdfa36b6;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;c8cf7494-2f23-4193-a185-f7d4fdfa36b6;Lüfter dezentral (Wand & Decke) 60 m3/h;;1;Stück;;;;;;;C2;0.005942117;2.19E-13;-7.92E-06;2.70E-05;6.82E-06;0.081144764;0;0.081144764;0.012016153;0;0.012016153;7.19E-10;0.073349281;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=c8cf7494-2f23-4193-a185-f7d4fdfa36b6;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;c8cf7494-2f23-4193-a185-f7d4fdfa36b6;Lüfter dezentral (Wand & Decke) 60 m3/h;;1;Stück;;;;;;;C4;1.314310511;1.56E-12;2.01E-05;0.000238678;4.36E-05;0.463526995;0;0.463526995;0.061919461;0;0.061919461;1.18E-07;0.409403366;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=c8cf7494-2f23-4193-a185-f7d4fdfa36b6;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;c8cf7494-2f23-4193-a185-f7d4fdfa36b6;Lüfter dezentral (Wand & Decke) 60 m3/h;;1;Stück;;;;;;;D;-1.319087338;-7.22E-11;-0.000406682;-0.004220773;-0.000383353;-17.65336047;0;-17.65336047;-1.905330953;0;-1.905330953;-0.001049296;-16.18919712;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=c8cf7494-2f23-4193-a185-f7d4fdfa36b6;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;e8afb4e6-1f0d-479b-a54a-c818970dcb42;Lüfter zentral 10000 m3/h;;1;Stück;;;;;;;A1 - A3;340.9772477;7.01E-08;0.124634496;1.329365398;0.103045585;4501.547396;0;4501.547396;738.0314177;0;738.0314177;0.049377239;3958.938124;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=e8afb4e6-1f0d-479b-a54a-c818970dcb42;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;e8afb4e6-1f0d-479b-a54a-c818970dcb42;Lüfter zentral 10000 m3/h;;1;Stück;;;;;;;C2;0.704637809;4.14E-11;-0.00058852;0.002493634;0.000580474;9.620569757;0;9.620569757;1.849743299;0;1.849743299;1.15E-07;8.147476529;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=e8afb4e6-1f0d-479b-a54a-c818970dcb42;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;e8afb4e6-1f0d-479b-a54a-c818970dcb42;Lüfter zentral 10000 m3/h;;1;Stück;;;;;;;C4;4.85196012;4.10E-12;0.000297227;0.004403593;0.001138141;2.658409244;0;2.658409244;0.200293483;0;0.200293483;6.52E-08;2.51709999;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=e8afb4e6-1f0d-479b-a54a-c818970dcb42;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;e8afb4e6-1f0d-479b-a54a-c818970dcb42;Lüfter zentral 10000 m3/h;;1;Stück;;;;;;;D;-196.1153194;-4.87E-08;-0.077309224;-0.840582859;-0.060448458;-2333.620606;0;-2333.620606;-446.9260868;0;-446.9260868;-0.031303798;-2035.386152;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=e8afb4e6-1f0d-479b-a54a-c818970dcb42;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;fbb81ecc-f707-4afb-bcce-758b6be6d337;Lüfter zentral 30000 m3/h;;1;Stück;;;;;;;A1 - A3;841.6838155;1.73E-07;0.307653484;3.28146628;0.254362429;11111.82524;0;11111.82524;1821.790468;0;1821.790468;0.121885033;9772.423725;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=fbb81ecc-f707-4afb-bcce-758b6be6d337;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;fbb81ecc-f707-4afb-bcce-758b6be6d337;Lüfter zentral 30000 m3/h;;1;Stück;;;;;;;C2;1.73426397;1.02E-10;-0.001448536;0.006137496;0.001428712;23.67827488;0;23.67827488;4.552535307;0;4.552535307;2.84E-07;20.05277836;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=fbb81ecc-f707-4afb-bcce-758b6be6d337;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;fbb81ecc-f707-4afb-bcce-758b6be6d337;Lüfter zentral 30000 m3/h;;1;Stück;;;;;;;C4;11.97618874;1.01E-11;0.000733015;0.010860544;0.002807201;6.553610702;0;6.553610702;0.493716833;0;0.493716833;1.61E-07;6.205116194;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=fbb81ecc-f707-4afb-bcce-758b6be6d337;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;fbb81ecc-f707-4afb-bcce-758b6be6d337;Lüfter zentral 30000 m3/h;;1;Stück;;;;;;;D;-483.3501348;-1.20E-07;-0.190408825;-2.071804642;-0.148951596;-5753.365566;0;-5753.365566;-1103.33866;0;-1103.33866;-0.076976914;-5016.880092;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=fbb81ecc-f707-4afb-bcce-758b6be6d337;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;b5d12008-3cfd-46d7-a564-1164f1a7ddf5;Lüfter zentral 5000 m3/h;;1;Stück;;;;;;;A1 - A3;215.7579703;4.44E-08;0.078864165;0.841173955;0.065203489;2848.415066;0;2848.415066;466.9993726;0;466.9993726;0.031244117;2505.071702;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=b5d12008-3cfd-46d7-a564-1164f1a7ddf5;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;b5d12008-3cfd-46d7-a564-1164f1a7ddf5;Lüfter zentral 5000 m3/h;;1;Stück;;;;;;;C2;0.445623533;2.62E-11;-0.000372191;0.001577016;0.000367102;6.084192807;0;6.084192807;1.16980303;0;1.16980303;7.29E-08;5.15258964;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=b5d12008-3cfd-46d7-a564-1164f1a7ddf5;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;b5d12008-3cfd-46d7-a564-1164f1a7ddf5;Lüfter zentral 5000 m3/h;;1;Stück;;;;;;;C4;3.069790127;2.59E-12;0.000187987;0.002785287;0.000719827;1.681478549;0;1.681478549;0.126702649;0;0.126702649;4.12E-08;1.59207982;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=b5d12008-3cfd-46d7-a564-1164f1a7ddf5;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;b5d12008-3cfd-46d7-a564-1164f1a7ddf5;Lüfter zentral 5000 m3/h;;1;Stück;;;;;;;D;-124.1312489;-3.08E-08;-0.048913167;-0.532071528;-0.038256758;-1477.361309;0;-1477.361309;-283.1699545;0;-283.1699545;-0.019794018;-1288.367607;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=b5d12008-3cfd-46d7-a564-1164f1a7ddf5;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;6e62f780-792b-406b-84a0-6beac88d1245;Lüfter zentral WRG 10 000 m3/h;;1;Stück;;;;;;;A1 - A3;2703.894537;5.16E-07;1.104568251;10.90106854;0.848529032;34025.26355;0;34025.26355;5315.249972;0;5315.249972;0.014174851;30236.177;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=6e62f780-792b-406b-84a0-6beac88d1245;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;6e62f780-792b-406b-84a0-6beac88d1245;Lüfter zentral WRG 10 000 m3/h;;1;Stück;;;;;;;C2;7.026502195;4.02E-10;-0.006125401;0.025386252;0.0059554;95.93569599;0;95.93569599;18.1345335;0;18.1345335;1.13E-06;81.64762653;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=6e62f780-792b-406b-84a0-6beac88d1245;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;6e62f780-792b-406b-84a0-6beac88d1245;Lüfter zentral WRG 10 000 m3/h;;1;Stück;;;;;;;C4;4.027751955;4.48E-11;0.001165978;0.013424374;0.001877639;28.78071256;0;28.78071256;3.022538318;0;3.022538318;2.44E-06;27.24979332;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=6e62f780-792b-406b-84a0-6beac88d1245;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;6e62f780-792b-406b-84a0-6beac88d1245;Lüfter zentral WRG 10 000 m3/h;;1;Stück;;;;;;;D;-1631.706619;-3.67E-07;-0.683646381;-6.812087089;-0.494307829;-18523.75911;0;-18523.75911;-3225.114085;0;-3225.114085;-0.003019366;-16426.34636;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=6e62f780-792b-406b-84a0-6beac88d1245;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;bc243a22-e260-43d9-9072-dc2006bf8d19;Lüfter zentral WRG 1000 m3/h;;1;Stück;;;;;;;A1 - A3;356.6826199;5.42E-08;0.153898057;1.459459424;0.116689184;4435.704697;0;4435.704697;578.6930305;0;578.6930305;0.003762875;4015.54108;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=bc243a22-e260-43d9-9072-dc2006bf8d19;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;bc243a22-e260-43d9-9072-dc2006bf8d19;Lüfter zentral WRG 1000 m3/h;;1;Stück;;;;;;;C2;0.987520038;5.64E-11;-0.000863743;0.003573645;0.000838849;13.48302852;0;13.48302852;2.545199944;0;2.545199944;1.58E-07;11.47942989;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=bc243a22-e260-43d9-9072-dc2006bf8d19;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;bc243a22-e260-43d9-9072-dc2006bf8d19;Lüfter zentral WRG 1000 m3/h;;1;Stück;;;;;;;C4;0.74291453;7.25E-12;0.00018649;0.002093582;0.000332185;4.420229888;0;4.420229888;0.46581;0;0.46581;4.51E-07;4.174625475;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=bc243a22-e260-43d9-9072-dc2006bf8d19;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;bc243a22-e260-43d9-9072-dc2006bf8d19;Lüfter zentral WRG 1000 m3/h;;1;Stück;;;;;;;D;-200.6666752;-3.63E-08;-0.089951332;-0.827139588;-0.061666674;-2184.293508;0;-2184.293508;-311.658036;0;-311.658036;-0.000574708;-1992.866057;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=bc243a22-e260-43d9-9072-dc2006bf8d19;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;aca6eca0-ff86-4818-beac-76df2ffebaed;Lüfter zentral WRG 5000 m3/h;;1;Stück;;;;;;;A1 - A3;1402.430979;2.60E-07;0.577512165;5.672982759;0.443265136;17619.78674;0;17619.78674;2685.905675;0;2685.905675;0.008483885;15699.03674;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=aca6eca0-ff86-4818-beac-76df2ffebaed;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;aca6eca0-ff86-4818-beac-76df2ffebaed;Lüfter zentral WRG 5000 m3/h;;1;Stück;;;;;;;C2;3.678064187;2.10E-10;-0.003207316;0.013290485;0.003118;50.21811322;0;50.21811322;9.491493921;0;9.491493921;5.90E-07;42.74040459;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=aca6eca0-ff86-4818-beac-76df2ffebaed;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;aca6eca0-ff86-4818-beac-76df2ffebaed;Lüfter zentral WRG 5000 m3/h;;1;Stück;;;;;;;C4;2.103502852;2.29E-11;0.000620174;0.006991838;0.001024407;15.00327034;0;15.00327034;1.56246044;0;1.56246044;1.24E-06;14.22209482;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=aca6eca0-ff86-4818-beac-76df2ffebaed;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;aca6eca0-ff86-4818-beac-76df2ffebaed;Lüfter zentral WRG 5000 m3/h;;1;Stück;;;;;;;D;-837.5649852;-1.83E-07;-0.354343955;-3.490490306;-0.254234592;-9453.599526;0;-9453.599526;-1606.085691;0;-1606.085691;-0.001509903;-8415.650791;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=aca6eca0-ff86-4818-beac-76df2ffebaed;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;b24ae8b5-e28a-42f7-a592-05779a347164;Lüftungskanal (verzinktes Stahlblech);;1;kg;;;;1;;;A1 - A3;2.887059395;4.66E-11;0.00138777;0.009839079;0.000896702;34.079295;0;34.079295;1.582193909;0;1.582193909;0.000114669;33.00582916;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=b24ae8b5-e28a-42f7-a592-05779a347164;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;b24ae8b5-e28a-42f7-a592-05779a347164;Lüftungskanal (verzinktes Stahlblech);;1;kg;;;;1;;;C2;0.010199502;5.93E-13;-8.68E-06;3.64E-05;8.51E-06;0.139256851;0;0.139256851;0.026574752;0;0.026574752;1.65E-09;0.118192329;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=b24ae8b5-e28a-42f7-a592-05779a347164;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;b24ae8b5-e28a-42f7-a592-05779a347164;Lüftungskanal (verzinktes Stahlblech);;1;kg;;;;1;;;C4;0.001935697;3.09E-14;1.10E-06;1.17E-05;1.61E-06;0.026314753;0;0.026314753;0.002588627;0;0.002588627;7.19E-10;0.025260688;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=b24ae8b5-e28a-42f7-a592-05779a347164;;
Gebäudetechnik;Gebäudetechnik;Klimatisierung und Lüftung;b24ae8b5-e28a-42f7-a592-05779a347164;Lüftungskanal (verzinktes Stahlblech);;1;kg;;;;1;;;D;-1.411827306;1.57E-11;-0.000814177;-0.00549125;-0.000460429;-12.46681727;0;-12.46681727;0.420807242;0;0.420807242;-1.43E-08;-13.16634543;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=b24ae8b5-e28a-42f7-a592-05779a347164;;
;;Güter - Transporte[t km];7de64e7e-6f5a-4027-b32b-4fab37c80c1b;Massengutfrachter Hochsee;;1000;kgkm;;;;;;;A4;0.004834405;4.14E-15;8.54E-06;0.000145286;1.48E-05;0.058638889;0;0.058638889;0.000153279;0;0.000153279;1.57E-10;0.058486335;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=7de64e7e-6f5a-4027-b32b-4fab37c80c1b;;
;;Güter - Transporte[t km];59860874-85ef-48e6-9b04-07c0de468a47;Massengutfrachter Küste;;1000;kgkm;;;;;;;A4;0.015643191;1.54E-14;1.35E-05;0.000136656;3.29E-05;0.211607135;0;0.211607135;0.000570401;0;0.000570401;5.66E-10;0.211040159;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=59860874-85ef-48e6-9b04-07c0de468a47;;
Holz;Holz;Holzböden;8c8a9ee6-d1f1-4540-adf5-9454c0d37ab1;Massivholzparkett (Durchschnitt DE);0abb6388-83ff-11e6-b8c2-2cd444b2e704, 0abb8a9f-83ff-11e6-abd8-2cd444b2e704;1;m2;;11.71;;0.085397096;;;A1 - A3;-0.971627666;1.30E-07;0.000670642;0.003979308;0.000902542;11.21958852;0;11.21958852;61.27965737;17.85491394;43.42474343;3.68E-06;6.74287875;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=8c8a9ee6-d1f1-4540-adf5-9454c0d37ab1;;
Holz;Holz;Holzböden;8c8a9ee6-d1f1-4540-adf5-9454c0d37ab1;Massivholzparkett (Durchschnitt DE);0abb6388-83ff-11e6-b8c2-2cd444b2e704, 0abb8a9f-83ff-11e6-abd8-2cd444b2e704;1;m2;;11.71;;0.085397096;;;A1;-1.59886;1.38E-08;0.000150714;0.000920482;0.000196191;1.508344591;0;1.508344591;23.98388355;17.83735482;6.146528728;2.44E-06;1.020975421;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=8c8a9ee6-d1f1-4540-adf5-9454c0d37ab1;;
Holz;Holz;Holzböden;8c8a9ee6-d1f1-4540-adf5-9454c0d37ab1;Massivholzparkett (Durchschnitt DE);0abb6388-83ff-11e6-b8c2-2cd444b2e704, 0abb8a9f-83ff-11e6-abd8-2cd444b2e704;1;m2;;11.71;;0.085397096;;;A2;1.75E-05;3.50E-14;1.52E-08;1.29E-07;2.89E-08;0.000248506;0;0.000248506;3.28E-07;0;3.28E-07;3.73E-13;0.000246449;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=8c8a9ee6-d1f1-4540-adf5-9454c0d37ab1;;
Holz;Holz;Holzböden;8c8a9ee6-d1f1-4540-adf5-9454c0d37ab1;Massivholzparkett (Durchschnitt DE);0abb6388-83ff-11e6-b8c2-2cd444b2e704, 0abb8a9f-83ff-11e6-abd8-2cd444b2e704;1;m2;;11.71;;0.085397096;;;A3;0.627214798;1.15E-07;0.000519913;0.003058697;0.000706323;9.710995426;0;9.710995426;37.29577349;0.017559117;37.27821438;1.24E-06;5.721656879;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=8c8a9ee6-d1f1-4540-adf5-9454c0d37ab1;;
Holz;Holz;Holzböden;8c8a9ee6-d1f1-4540-adf5-9454c0d37ab1;Massivholzparkett (Durchschnitt DE);0abb6388-83ff-11e6-b8c2-2cd444b2e704, 0abb8a9f-83ff-11e6-abd8-2cd444b2e704;1;m2;;11.71;;0.085397096;;;C2;0.000928681;1.85E-12;4.38E-07;3.99E-06;9.22E-07;0.01317122;0;0.01317122;1.74E-05;0;1.74E-05;1.97E-11;0.013062232;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=8c8a9ee6-d1f1-4540-adf5-9454c0d37ab1;;
Holz;Holz;Holzböden;8c8a9ee6-d1f1-4540-adf5-9454c0d37ab1;Massivholzparkett (Durchschnitt DE);0abb6388-83ff-11e6-b8c2-2cd444b2e704, 0abb8a9f-83ff-11e6-abd8-2cd444b2e704;1;m2;;11.71;;0.085397096;;;C3;1.702391451;1.77E-09;6.95E-07;9.24E-06;1.08E-06;0.129100356;0;0.129100356;-17.8481628;-17.85491394;0.006751142;1.74E-10;0.067307873;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=8c8a9ee6-d1f1-4540-adf5-9454c0d37ab1;;
Holz;Holz;Holzböden;8c8a9ee6-d1f1-4540-adf5-9454c0d37ab1;Massivholzparkett (Durchschnitt DE) [therm. Verwertung];0abb6388-83ff-11e6-b8c2-2cd444b2e704, 0abb8a9f-83ff-11e6-abd8-2cd444b2e704;1;m2;;11.71;;0.085397096;;;D;-0.774182453;-1.79E-07;-5.42E-05;-0.000807426;-8.14E-06;-14.99070434;0;-14.99070434;17.14866632;0;17.14866632;-1.36E-08;-8.837775286;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=8c8a9ee6-d1f1-4540-adf5-9454c0d37ab1;;
Holz;Holz;Holzböden;8c8a9ee6-d1f1-4540-adf5-9454c0d37ab1;Massivholzparkett (Durchschnitt DE) [stoffl. Verwertung];0abb6388-83ff-11e6-b8c2-2cd444b2e704, 0abb8a9f-83ff-11e6-abd8-2cd444b2e704;1;m2;;11.71;;0.085397096;;;D;-0.016133148;-2.60E-09;-1.36E-05;-0.000109613;-2.26E-05;0.718817372;0;0.718817372;-0.004712851;0;-0.004712851;-9.74E-10;-0.387758494;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=8c8a9ee6-d1f1-4540-adf5-9454c0d37ab1;;
Beschichtungen;Beschichtungen;Reaktionsharze;ca05b18d-173f-462b-b7a6-54a1fddfa797;MasterTop BC 325N, MasterTop BC 325NFLR, MasterTop BC 327FLR, MasterTop BC 361N, MasterTop BC 375N, MasterTop BC 375NAS;;1;kg;1225;;;1;;;A1 - A3;4.66;3.40E-08;0.0025;0.0143;0.00267;89.2;19.8;69.4;3.18;0;3.18;2.55E-05;87;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=ca05b18d-173f-462b-b7a6-54a1fddfa797;;
Beschichtungen;Beschichtungen;Reaktionsharze;ca05b18d-173f-462b-b7a6-54a1fddfa797;MasterTop BC 325N, MasterTop BC 325NFLR, MasterTop BC 327FLR, MasterTop BC 361N, MasterTop BC 375N, MasterTop BC 375NAS;;1;kg;1225;;;1;;;A4;0.0258;1.38E-12;-7.03E-05;0.000164;4.06E-05;0.356;;;0.0142;;;1.18E-09;0.356;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=ca05b18d-173f-462b-b7a6-54a1fddfa797;;
Beschichtungen;Beschichtungen;Reaktionsharze;ca05b18d-173f-462b-b7a6-54a1fddfa797;MasterTop BC 325N, MasterTop BC 325NFLR, MasterTop BC 327FLR, MasterTop BC 361N, MasterTop BC 375N, MasterTop BC 375NAS;;1;kg;1225;;;1;;;A5;0.125;4.50E-12;1.30E-06;1.45E-05;2.94E-06;0.0296;;;0.00219;;;1.82E-09;0.0296;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=ca05b18d-173f-462b-b7a6-54a1fddfa797;;
Beschichtungen;Beschichtungen;Reaktionsharze;ca05b18d-173f-462b-b7a6-54a1fddfa797;MasterTop BC 325N, MasterTop BC 325NFLR, MasterTop BC 327FLR, MasterTop BC 361N, MasterTop BC 375N, MasterTop BC 375NAS;;1;kg;1225;;;1;;;D;-0.125;-1.34E-10;-4.39E-05;-0.000315;-2.77E-05;-1.66;;;-0.0674;;;-6.35E-09;-1.66;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=ca05b18d-173f-462b-b7a6-54a1fddfa797;;
Beschichtungen;Beschichtungen;Reaktionsharze;87491313-6d13-442c-9f74-d0a16ad43d99;MasterTop P 604, MasterTop BC 372, MasterTop BC 372TIX;;1;kg;1525;;;1;;;A1 - A3;2.66;3.46E-08;0.0012;0.00511;0.000584;68.5;22.7;45.8;2.95;0.73;2.22;1.10E-06;67.6;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=87491313-6d13-442c-9f74-d0a16ad43d99;;
Beschichtungen;Beschichtungen;Reaktionsharze;87491313-6d13-442c-9f74-d0a16ad43d99;MasterTop P 604, MasterTop BC 372, MasterTop BC 372TIX;;1;kg;1525;;;1;;;A4;0.0251;1.35E-12;-6.85E-05;0.000159;3.95E-05;0.347;;;0.0138;;;1.15E-09;0.347;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=87491313-6d13-442c-9f74-d0a16ad43d99;;
Beschichtungen;Beschichtungen;Reaktionsharze;87491313-6d13-442c-9f74-d0a16ad43d99;MasterTop P 604, MasterTop BC 372, MasterTop BC 372TIX;;1;kg;1525;;;1;;;A5;0.0908;3.84E-12;0.00722;1.25E-05;2.51E-06;0.0255;;;0.00187;;;1.64E-09;0.0255;;;http://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=87491313-6d13-442c-9f74-d0a16ad43d99;;
